LOINC_NUM;COMPONENT;PROPERTY;TIME_ASPCT;SYSTEM;SCALE_TYP;METHOD_TYP;CLASS;VersionLastChanged;STATUS;CLASSTYPE;ORDER_OBS;EXTERNAL_COPYRIGHT_NOTICE;EXAMPLE_UNITS;LONG_COMMON_NAME;EXAMPLE_UCUM_UNITS;VersionFirstReleased;LHCForms;FormalName
x0099-3;Total score - Aggresivität;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Aggresivität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0099-4;Total score - lebhaftes Verhalten;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [lebhaftes Verhalten];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0099-5;Total score - Angst ;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Angst ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0099-6;Total score - Selbswertdepravation;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Selbswertdepravation];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0099-7;Total score - Argwohn;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Argwohn];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0099-8;Total score - Benachteiligungserleben;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Benachteiligungserleben];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0099-9;Total score - Lügenskala;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Lügenskala];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0100-0;Standard score - Angst (aktuell);Score;Pt;^Patient;Qn;STAIC;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Angst (aktuell)];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:STAIC
x0101-0;Standard score - Angst (aktuell);Score;Pt;^Patient;Qn;STAIS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Angst (aktuell)];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:STAIS
x0102-0;Standard score - Angst (allgemein);Score;Lifetime;^Patient;Qn;STAIT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Angst (allgemein)];{score};0;FALSCH;Standard score:Score:Lifetime:^Patient:Qn:STAIT
x0103-0;Mean score - Anxiety Sensitivity;Score;Pt;^Patient;Qn;SURPS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Anxiety Sensitivity];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SURPS
x0103-1;Mean score - Negative Thinking;Score;Pt;^Patient;Qn;SURPS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Negative Thinking];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SURPS
x0103-2;Mean score - Impulsivity;Score;Pt;^Patient;Qn;SURPS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Impulsivity];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SURPS
x0103-3;Mean score -Sensation Seeking;Score;Pt;^Patient;Qn;SURPS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Sensation Seeking];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SURPS
x0103-4;Total score - Anxiety Sensitivity;Score;Pt;^Patient;Qn;SURPS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Anxiety Sensitivity];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SURPS
x0103-5;Total score - Negative Thinking;Score;Pt;^Patient;Qn;SURPS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Negative Thinking];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SURPS
x0103-6;Total score - Impulsivity;Score;Pt;^Patient;Qn;SURPS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Impulsivity];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SURPS
x0103-7;Total score -Sensation Seeking;Score;Pt;^Patient;Qn;SURPS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Sensation Seeking];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SURPS
x0104-0;Total score - Bagetellisierung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Bagetellisierung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-1;Total score - Herunterspielen durch Vergleich;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Herunterspielen durch Vergleich];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-2;Total score - Schuldabwehr;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Schuldabwehr];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-3;Total score - Ablenkung von Situationen ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Ablenkung von Situationen ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-4;Total score - Ersatbefriedigung ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Ersatbefriedigung ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-5;Total score - Suche nach Selbstbestätigung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Suche nach Selbstbestätigung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-6;Total score - Situationskontrollversuche;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Situationskontrollversuche];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-7;Total score - Reaktionskontrollversuche ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Reaktionskontrollversuche ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-8;Total score - Positive Selbstinstruktion ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Positive Selbstinstruktion ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0104-9;Total score - Bedürfnis nach sozialer Unterstützung ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Bedürfnis nach sozialer Unterstützung ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-0;Total score - Vermeidungstendenz ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Vermeidungstendenz ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-1;Total score - Fluchttendenz ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Fluchttendenz ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-2;Total score - Soziale Abkapslung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Soziale Abkapslung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-3;Total score - Gedankliche Weiterbeschäftigung ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gedankliche Weiterbeschäftigung ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-4;Total score - Resignation;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Resignation];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-5;Total score - Selbstbemitleidung ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Selbstbemitleidung ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-6;Total score - Selbstbeschuldigung ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Selbstbeschuldigung ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-7;Total score - Aggression ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Aggression ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-8;Total score - Pharmakaeinnahme;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Pharmakaeinnahme];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0105-9;Standard score - Bagatellisierung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Bagatellisierung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-0;Standard score - Herunterspielen durch Vergleich;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Herunterspielen durch Vergleich];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-1;Standard score - Schuldabwehr;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Schuldabwehr];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-2;Standard score - Ablenkung von Situation;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Ablenkung von Situation];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-3;Standard score - Ersatzbefriedigung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Ersatzbefriedigung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-4;Standard score - Such nach Selbstbestätigung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Such nach Selbstbestätigung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-5;Standard score - Situationskontrollversuche;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Situationskontrollversuche];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-6;Standard score - Reaktionskontrollversuche;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Reaktionskontrollversuche];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-7;Standard score - Positive Selbstinstruktion;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Positive Selbstinstruktion];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-8;Standard score - Bedürfnis nach sozialer Unterstützung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Bedürfnis nach sozialer Unterstützung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0106-9;Standard score - Vermeidungstendenz;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Vermeidungstendenz];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-0;Standard score - Fluchttendenz ;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Fluchttendenz ];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-1;Standard score - Soziale Abkapslung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Soziale Abkapslung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-2;Standard score - Gedankliche Weiterbeschäftigung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Gedankliche Weiterbeschäftigung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-3;Standard score - Resignation;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Resignation];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-4;Standard score - Selbstmitleid;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Selbstmitleid];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-5;Standard score - Selbstbeschuldigung;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Selbstbeschuldigung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-6;Standard score - Aggression;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Aggression];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-7;Standard score - Pharmakaeinnahme;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Pharmakaeinnahme];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SVF
x0107-8;Total score;Score;Pt;^Patient;Qn;SVF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [SVF];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SVF
x0108-0;Mean score - Selbstwirksamkeit;Score;Pt;^Patient;Qn;SWE;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Selbstwirksamkeit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SWE
x0109-0;Standard score - Temperament;Score;Pt;^Patient;Qn;TCI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Temperament];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:TCI
x0110-0;Standard score - Essstörung;Score;Pt;^Patient;Qn;TFEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Essstörung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:TFEQ
x0110-1;Total score - Essstörung;Score;Pt;^Patient;Qn;TFEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Essstörung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:TFEQ
x0111-0;Standard score - Rechtschreiben;Score;Pt;^Patient;Qn;TGR 1/2;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Rechtschreiben];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:TGR 1/2
x0112-0;Total score - Alkohol;Score;Pt;^Patient;Qn;TLFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:TLFB
x0112-1;Total score - Rauchen;Score;Pt;^Patient;Qn;TLFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:TLFB
x0112-2;Total score - Drogen;Score;Pt;^Patient;Qn;TLFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Drogen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:TLFB
x0113-0;Mean score - Verhaltenskontrolle;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Verhaltenskontrolle];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0113-1;Mean score - Seelische Gesundheit;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Seelische Gesundheit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0113-2;Mean score -  Sinnerfüllung;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [ Sinnerfüllung];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0113-3;Mean score - Selbstvergessenheit;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Selbstvergessenheit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0113-4;Mean score - Beschwerdefreiheit;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Beschwerdefreiheit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0113-5;Mean score - Expansivität;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Expansivität];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0113-6;Mean score - Autonomie;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Autonomie];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0113-7;Mean score - Selbstwertgefühl;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Selbstwertgefühl];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0113-8;Mean score - Liebesfähigkeit;Score;Pt;^Patient;Qn;TPF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Liebesfähigkeit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TPF
x0114-0;Mean score - Verhaltensauffälligkeiten;Score;Pt;^Patient;Qn;TRF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Verhaltensauffälligkeiten];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:TRF
x0114-1;Total score - Verhaltensauffälligkeiten;Score;Pt;^Patient;Qn;TRF;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Verhaltensauffälligkeiten];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:TRF
x0115-0;Standard score - Urbanität;Score;Pt;^Patient;Qn;URBANICITY;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Urbanität];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:URBANICITY
x0115-1;Total score - Urbanität;Score;Pt;^Patient;Qn;URBANICITY;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Urbanität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:URBANICITY
x0116-0;Standard score - Psychotpathologie;Score;Pt;^Patient;Qn;VBV;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Psychotpathologie];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:VBV
x0117-0;Standard score - Spielverhalten;Score;Pt;^Patient;Qn;VGS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Spielverhalten];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:VGS
x0117-1;Total score - Spielverhalten;Score;Pt;^Patient;Qn;VGS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Spielverhalten];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:VGS
x0118-0;Mean score - Aggression;Score;Pt;^Patient;Qn;VIRA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Aggression];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:VIRA
x0119-0;Standard score - Intelligenz;Score;Pt;^Patient;Qn;WAIS-IV;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Intelligenz];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:WAIS-IV
x0119-1;Percent score - Intelligenz;Score;Pt;^Patient;Qn;WAIS-IV;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Percent score [Intelligenz];{score};0;FALSCH;Percent score:Score:Pt:^Patient:Qn:WAIS-IV
x0119-2;Raw score - Intelligenz;Score;Pt;^Patient;Qn;WAIS-IV;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Raw score [Intelligenz];{score};0;FALSCH;Raw score:Score:Pt:^Patient:Qn:WAIS-IV
x0120-0;Total score - Emotionen;Score;Pt;^Patient;Qn;WHO-5;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Emotionen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:WHO-5
x0121-0;Standard score - Intelligenz;Score;Pt;^Patient;Qn;WISC-IV;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Intelligenz];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:WISC-IV
x0121-1;Percent score - Intelligenz;Score;Pt;^Patient;Qn;WISC-IV;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Percent score [Intelligenz];{score};0;FALSCH;Percent score:Score:Pt:^Patient:Qn:WISC-IV
x0121-2;Raw score - Intelligenz;Score;Pt;^Patient;Qn;WISC-IV;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Raw score [Intelligenz];{score};0;FALSCH;Raw score:Score:Pt:^Patient:Qn:WISC-IV
x0122-0;Standard score - IQ-Wert Allgemeine Sprachskala;Score;Pt;^Patient;Qn;WPPSI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [IQ-Wert Allgemeine Sprachskala];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:WPPSI
x0122-1;Standard score - IQ-Wert Gesamt;Score;Pt;^Patient;Qn;WPPSI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [IQ-Wert Gesamt];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:WPPSI
x0122-2;Standard score - IQ-Wert Handlungteil;Score;Pt;^Patient;Qn;WPPSI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [IQ-Wert Handlungteil];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:WPPSI
x0122-3;Standard score - IQ-Wert Verbalteil;Score;Pt;^Patient;Qn;WPPSI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [IQ-Wert Verbalteil];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:WPPSI
x0123-0;Total score - Problem behavior;Score;Pt;^Patient;Qn;YASR;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Problem behavior];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:YASR
x0123-1;Standard score - Problem behavior;Score;Pt;^Patient;Qn;YASR;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Problem behavior];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:YASR
x0124-0;Total score - Problem behavior;Score;Pt;^Patient;Qn;YSR;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Problem behavior];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:YSR
x0124-1;Standard score - Problem behavior;Score;Pt;^Patient;Qn;YSR;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Problem behavior];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:YSR
x0126-0;Standard score - Gesamtwert;Score;Pt;^Patient;Qn;E-F;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Gesamtwert];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:E-F
x0126-1;Standard score - Hyperkinese;Score;Pt;^Patient;Qn;E-F;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Hyperkinese];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:E-F
x0126-2;Standard score - Soziale Anpassung;Score;Pt;^Patient;Qn;E-F;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Soziale Anpassung];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:E-F
x0126-3;Standard score - Emotionale Labilität ;Score;Pt;^Patient;Qn;E-F;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Emotionale Labilität ];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:E-F
x0126-4;Standard score - Intelligenz ;Score;Pt;^Patient;Qn;E-F;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Intelligenz];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:E-F
x0126-5;Standard score - Erziehbarkeit ;Score;Pt;^Patient;Qn;E-F;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Erziehbarkeit];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:E-F
x0127-0;Standard score  - Entwicklungsquotient;Score;Pt;^Patient;Qn;EQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Entwicklungsquotient];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:EQ
x0127-1;Total score - Entwicklungsquotient;Score;Pt;^Patient;Qn;EQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Entwicklungsquotient];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EQ
x0127-2;Mean score - darstellende Tätigkeiten (Musik);Score;Pt;^Patient;Qn;EQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [darstellende Tätigkeiten (Musik)];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:EQ
x0127-3;Mean score - Selbständigkeit;Score;Pt;^Patient;Qn;EQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Selbständigkeit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:EQ
x0127-4;Mean score - Sprache (Denken);Score;Pt;^Patient;Qn;EQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Sprache (Denken)];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:EQ
x0127-5;Mean score - Soziales Verhalten;Score;Pt;^Patient;Qn;EQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Soziales Verhalten];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:EQ
x0127-6;Mean score - Spieltätigkeit;Score;Pt;^Patient;Qn;EQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Spieltätigkeit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:EQ
